Nombre Institución;Tipo Institución;Nombre de la Sede;Comuna donde se imparte la carrera o programa;Nombre Region;Orden Geográfico de la Región (Norte aSur);Carrera Genérica;Nombre Programa;Area Conocimiento;Vacantes (1)
I.P. INACAP;I.P.;Punta Arenas;Punta Arenas;Región de Magallanes;16;Ingeniería en Mecánica Automotriz;Ingeniería en Mecánica y Electromovilidad Automotriz;Tecnología;30
I.P. INACAP;I.P.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;Ingeniería en Mecánica Automotriz;Ingeniería en Mecánica y Electromovilidad Automotriz;Tecnología;70
I.P. INACAP;I.P.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;Ingeniería en Mecánica Automotriz;Ingeniería en Mecánica y Electromovilidad Automotriz;Tecnología;30
I.P. INACAP;I.P.;Renca;Renca;Región Metropolitana;7;Ingeniería en Mecánica Automotriz;Ingeniería en Mecánica y Electromovilidad Automotriz;Tecnología;45
I.P. INACAP;I.P.;Renca;Renca;Región Metropolitana;7;Ingeniería en Mecánica Automotriz;Ingeniería en Mecánica y Electromovilidad Automotriz;Tecnología;45
I.P. INACAP;I.P.;Talca;Talca;Región del Maule;9;Ingeniería en Mecánica Automotriz;Ingeniería en Mecánica y Electromovilidad Automotriz;Tecnología;65
I.P. INACAP;I.P.;Talca;Talca;Región del Maule;9;Ingeniería en Mecánica Automotriz;Ingeniería en Mecánica y Electromovilidad Automotriz;Tecnología;35
I.P. INACAP;I.P.;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;Ingeniería en Mecánica Automotriz;Ingeniería en Mecánica y Electromovilidad Automotriz;Tecnología;95
I.P. INACAP;I.P.;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;Ingeniería en Mecánica Automotriz;Ingeniería en Mecánica y Electromovilidad Automotriz;Tecnología;30
I.P. INACAP;I.P.;Temuco;Temuco;Región de La Araucanía;12;Ingeniería en Mecánica Automotriz;Ingeniería en Mecánica y Electromovilidad Automotriz;Tecnología;120
I.P. INACAP;I.P.;Temuco;Temuco;Región de La Araucanía;12;Ingeniería en Mecánica Automotriz;Ingeniería en Mecánica y Electromovilidad Automotriz;Tecnología;40
I.P. INACAP;I.P.;Valdivia;Valdivia;Región de los Ríos;13;Ingeniería en Mecánica Automotriz;Ingeniería en Mecánica y Electromovilidad Automotriz;Tecnología;30
I.P. INACAP;I.P.;Valparaíso;Valparaíso;Región de Valparaíso;6;Ingeniería en Mecánica Automotriz;Ingeniería en Mecánica y Electromovilidad Automotriz;Tecnología;55
I.P. INACAP;I.P.;Valparaíso;Valparaíso;Región de Valparaíso;6;Ingeniería en Mecánica Automotriz;Ingeniería en Mecánica y Electromovilidad Automotriz;Tecnología;35
I.P. INACAP;I.P.;Antofagasta;Antofagasta;Región de Antofagasta;3;Ingeniería en Metalurgia;Ingeniería en Metalurgia;Tecnología;30
I.P. INACAP;I.P.;Antofagasta;Antofagasta;Región de Antofagasta;3;Ingeniería en Metalurgia;Ingeniería en Metalurgia;Tecnología;30
I.P. INACAP;I.P.;Calama;Calama;Región de Antofagasta;3;Ingeniería en Metalurgia;Ingeniería en Metalurgia;Tecnología;30
I.P. INACAP;I.P.;Calama;Calama;Región de Antofagasta;3;Ingeniería en Metalurgia;Ingeniería en Metalurgia;Tecnología;30
I.P. INACAP;I.P.;Iquique;Iquique;Región de Tarapacá;2;Ingeniería en Metalurgia;Ingeniería en Metalurgia;Tecnología;35
I.P. INACAP;I.P.;Renca;Maipú;Región Metropolitana;7;Ingeniería en Metalurgia;Ingeniería en Metalurgia;Tecnología;30
I.P. INACAP;I.P.;Calama;Calama;Región de Antofagasta;3;Ingeniería en Minas;Ingeniería en Mantenimiento de Plantas Mineras;Tecnología;25
I.P. INACAP;I.P.;Calama;Calama;Región de Antofagasta;3;Ingeniería en Minas;Ingeniería en Mantenimiento de Plantas Mineras;Tecnología;50
I.P. INACAP;I.P.;Iquique;Iquique;Región de Tarapacá;2;Ingeniería en Minas;Ingeniería en Mantenimiento de Plantas Mineras;Tecnología;10
I.P. INACAP;I.P.;Iquique;Iquique;Región de Tarapacá;2;Ingeniería en Minas;Ingeniería en Mantenimiento de Plantas Mineras;Tecnología;10
I.P. INACAP;I.P.;Renca;Maipú;Región Metropolitana;7;Ingeniería en Minas;Ingeniería en Mantenimiento de Plantas Mineras;Tecnología;10
I.P. INACAP;I.P.;Renca;Maipú;Región Metropolitana;7;Ingeniería en Minas;Ingeniería en Mantenimiento de Plantas Mineras;Tecnología;10
I.P. INACAP;I.P.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;Ingeniería en Minas;Ingeniería en Mantenimiento de Plantas Mineras;Tecnología;20
I.P. INACAP;I.P.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;Ingeniería en Minas;Ingeniería en Mantenimiento de Plantas Mineras;Tecnología;10
I.P. INACAP;I.P.;Renca;Renca;Región Metropolitana;7;Ingeniería en Minas;Ingeniería en Mantenimiento de Plantas Mineras;Tecnología;20
I.P. INACAP;I.P.;Antofagasta;Antofagasta;Región de Antofagasta;3;Ingeniería en Minas;Ingeniería en Minas;Tecnología;60
I.P. INACAP;I.P.;Calama;Calama;Región de Antofagasta;3;Ingeniería en Minas;Ingeniería en Minas;Tecnología;45
I.P. INACAP;I.P.;Calama;Calama;Región de Antofagasta;3;Ingeniería en Minas;Ingeniería en Minas;Tecnología;30
I.P. INACAP;I.P.;Copiapó;Copiapó;Región de Atacama;4;Ingeniería en Minas;Ingeniería en Minas;Tecnología;45
I.P. INACAP;I.P.;Copiapó;Copiapó;Región de Atacama;4;Ingeniería en Minas;Ingeniería en Minas;Tecnología;50
I.P. INACAP;I.P.;Iquique;Iquique;Región de Tarapacá;2;Ingeniería en Minas;Ingeniería en Minas;Tecnología;55
I.P. INACAP;I.P.;Iquique;Iquique;Región de Tarapacá;2;Ingeniería en Minas;Ingeniería en Minas;Tecnología;35
I.P. INACAP;I.P.;Renca;Maipú;Región Metropolitana;7;Ingeniería en Minas;Ingeniería en Minas;Tecnología;60
I.P. INACAP;I.P.;Renca;Maipú;Región Metropolitana;7;Ingeniería en Minas;Ingeniería en Minas;Tecnología;40
I.P. INACAP;I.P.;Renca;Renca;Región Metropolitana;7;Ingeniería en Minas;Ingeniería en Minas;Tecnología;40
I.P. INACAP;I.P.;Renca;Renca;Región Metropolitana;7;Ingeniería en Minas;Ingeniería en Minas;Tecnología;30
I.P. INACAP;I.P.;Los Ángeles;Los Ángeles;Región del Bío-Bío;10;Ingeniería en Telecomunicaciones y similares;Ingeniería en Telecomunicaciones Conectividad y Redes;Tecnología;20
I.P. INACAP;I.P.;Chillán;Chillán;Región de Ñuble;11;Ingeniería en Telecomunicaciones y similares;Ingeniería en Telecomunicaciones, Conectividad y Redes;Tecnología;25
I.P. INACAP;I.P.;Renca;La Granja;Región Metropolitana;7;Ingeniería en Telecomunicaciones y similares;Ingeniería en Telecomunicaciones, Conectividad y Redes;Tecnología;20
I.P. INACAP;I.P.;Renca;La Granja;Región Metropolitana;7;Ingeniería en Telecomunicaciones y similares;Ingeniería en Telecomunicaciones, Conectividad y Redes;Tecnología;20
I.P. INACAP;I.P.;Valdivia;Valdivia;Región de los Ríos;13;Ingeniería en Telecomunicaciones y similares;Ingeniería en Telecomunicaciones, Conectividad y Redes;Tecnología;30
I.P. INACAP;I.P.;La Serena;La Serena;Región de Coquimbo;5;Ingeniería en Telecomunicaciones y similares;Ingeniería en Telecomunicaciones/ Conectividad y Redes;Tecnología;30
I.P. INACAP;I.P.;Renca;Macul;Región Metropolitana;7;Ingeniería en Telecomunicaciones y similares;Ingeniería en Telecomunicaciones/ Conectividad y Redes;Tecnología;45
I.P. INACAP;I.P.;Renca;Macul;Región Metropolitana;7;Ingeniería en Telecomunicaciones y similares;Ingeniería en Telecomunicaciones/ Conectividad y Redes;Tecnología;30
I.P. INACAP;I.P.;Renca;Renca;Región Metropolitana;7;Ingeniería en Telecomunicaciones y similares;Ingeniería en Telecomunicaciones/ Conectividad y Redes;Tecnología;25
I.P. INACAP;I.P.;Renca;Renca;Región Metropolitana;7;Ingeniería en Telecomunicaciones y similares;Ingeniería en Telecomunicaciones/ Conectividad y Redes;Tecnología;25
I.P. INACAP;I.P.;Renca;Santiago;Región Metropolitana;7;Ingeniería en Telecomunicaciones y similares;Ingeniería en Telecomunicaciones/ Conectividad y Redes;Tecnología;45
I.P. INACAP;I.P.;Renca;Santiago;Región Metropolitana;7;Ingeniería en Telecomunicaciones y similares;Ingeniería en Telecomunicaciones/ Conectividad y Redes;Tecnología;30
I.P. INACAP;I.P.;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;Ingeniería en Telecomunicaciones y similares;Ingeniería en Telecomunicaciones/ Conectividad y Redes;Tecnología;30
I.P. INACAP;I.P.;Temuco;Temuco;Región de La Araucanía;12;Ingeniería en Telecomunicaciones y similares;Ingeniería en Telecomunicaciones/ Conectividad y Redes;Tecnología;35
I.P. INACAP;I.P.;Valparaíso;Valparaíso;Región de Valparaíso;6;Ingeniería en Telecomunicaciones y similares;Ingeniería en Telecomunicaciones/ Conectividad y Redes;Tecnología;30
C.F.T. INACAP;C.F.T.;Copiapó;Copiapó;Región de Atacama;4;Técnico en Administración de Empresas;TNS Administración de Empresas;Administración y Comercio;40
C.F.T. INACAP;C.F.T.;Los Ángeles;Los Ángeles;Región del Bío-Bío;10;Técnico en Administración de Empresas;TNS Administración de Empresas;Administración y Comercio;40
C.F.T. INACAP;C.F.T.;Las Condes;Renca;Región Metropolitana;7;Técnico en Administración de Empresas;TNS Administración de Empresas;Administración y Comercio;40
C.F.T. INACAP;C.F.T.;San Pedro de la Paz;San Pedro de La Paz;Región del Bío-Bío;10;Técnico en Administración de Empresas;TNS Administración de Empresas;Administración y Comercio;30
C.F.T. INACAP;C.F.T.;San Pedro de la Paz;San Pedro de La Paz;Región del Bío-Bío;10;Técnico en Administración de Empresas;TNS Administración de Empresas;Administración y Comercio;50
C.F.T. INACAP;C.F.T.;Antofagasta;Antofagasta;Región de Antofagasta;3;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;95
C.F.T. INACAP;C.F.T.;Antofagasta;Antofagasta;Región de Antofagasta;3;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;75
C.F.T. INACAP;C.F.T.;Arica;Arica;Región de Arica y Parinacota;1;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;65
C.F.T. INACAP;C.F.T.;Arica;Arica;Región de Arica y Parinacota;1;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;45
C.F.T. INACAP;C.F.T.;Calama;Calama;Región de Antofagasta;3;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;60
C.F.T. INACAP;C.F.T.;Calama;Calama;Región de Antofagasta;3;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;35
C.F.T. INACAP;C.F.T.;Chillán;Chillán;Región de Ñuble;11;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;75
C.F.T. INACAP;C.F.T.;Chillán;Chillán;Región de Ñuble;11;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;35
C.F.T. INACAP;C.F.T.;Copiapó;Copiapó;Región de Atacama;4;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;90
C.F.T. INACAP;C.F.T.;Coyhaique;Coyhaique;Región de Aysén;15;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;30
C.F.T. INACAP;C.F.T.;Coyhaique;Coyhaique;Región de Aysén;15;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;30
C.F.T. INACAP;C.F.T.;Curicó;Curicó;Región del Maule;9;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;70
C.F.T. INACAP;C.F.T.;Curicó;Curicó;Región del Maule;9;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;60
C.F.T. INACAP;C.F.T.;Iquique;Iquique;Región de Tarapacá;2;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;60
C.F.T. INACAP;C.F.T.;Iquique;Iquique;Región de Tarapacá;2;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;60
C.F.T. INACAP;C.F.T.;Las Condes;La Granja;Región Metropolitana;7;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;40
C.F.T. INACAP;C.F.T.;Las Condes;La Granja;Región Metropolitana;7;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;30
C.F.T. INACAP;C.F.T.;La Serena;La Serena;Región de Coquimbo;5;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;110
C.F.T. INACAP;C.F.T.;La Serena;La Serena;Región de Coquimbo;5;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;45
C.F.T. INACAP;C.F.T.;Las Condes;Las Condes;Región Metropolitana;7;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;100
C.F.T. INACAP;C.F.T.;Las Condes;Las Condes;Región Metropolitana;7;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;25
C.F.T. INACAP;C.F.T.;Los Ángeles;Los Ángeles;Región del Bío-Bío;10;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;30
C.F.T. INACAP;C.F.T.;Las Condes;Macul;Región Metropolitana;7;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;45
C.F.T. INACAP;C.F.T.;Las Condes;Macul;Región Metropolitana;7;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;75
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;50
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;55
C.F.T. INACAP;C.F.T.;Las Condes;Ñuñoa;Región Metropolitana;7;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;20
C.F.T. INACAP;C.F.T.;Las Condes;Ñuñoa;Región Metropolitana;7;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;20
C.F.T. INACAP;C.F.T.;Osorno;Osorno;Región de Los Lagos;14;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;80
C.F.T. INACAP;C.F.T.;Osorno;Osorno;Región de Los Lagos;14;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;40
C.F.T. INACAP;C.F.T.;Puente Alto;Puente Alto;Región Metropolitana;7;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;60
C.F.T. INACAP;C.F.T.;Puente Alto;Puente Alto;Región Metropolitana;7;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;95
C.F.T. INACAP;C.F.T.;Puerto Montt;Puerto Montt;Región de Los Lagos;14;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;50
C.F.T. INACAP;C.F.T.;Puerto Montt;Puerto Montt;Región de Los Lagos;14;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;30
C.F.T. INACAP;C.F.T.;Punta Arenas;Punta Arenas;Región de Magallanes;16;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;40
C.F.T. INACAP;C.F.T.;Punta Arenas;Punta Arenas;Región de Magallanes;16;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;55
C.F.T. INACAP;C.F.T.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;115
C.F.T. INACAP;C.F.T.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;45
C.F.T. INACAP;C.F.T.;Las Condes;Renca;Región Metropolitana;7;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;60
C.F.T. INACAP;C.F.T.;Las Condes;Santiago;Región Metropolitana;7;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;175
C.F.T. INACAP;C.F.T.;Las Condes;Santiago;Región Metropolitana;7;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;190
C.F.T. INACAP;C.F.T.;Talca;Talca;Región del Maule;9;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;179
C.F.T. INACAP;C.F.T.;Talca;Talca;Región del Maule;9;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;75
C.F.T. INACAP;C.F.T.;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;40
C.F.T. INACAP;C.F.T.;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;35
C.F.T. INACAP;C.F.T.;Temuco;Temuco;Región de La Araucanía;12;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;95
C.F.T. INACAP;C.F.T.;Temuco;Temuco;Región de La Araucanía;12;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;40
C.F.T. INACAP;C.F.T.;Valdivia;Valdivia;Región de los Ríos;13;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;90
C.F.T. INACAP;C.F.T.;Valdivia;Valdivia;Región de los Ríos;13;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;80
C.F.T. INACAP;C.F.T.;Valparaíso;Valparaíso;Región de Valparaíso;6;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;80
C.F.T. INACAP;C.F.T.;Valparaíso;Valparaíso;Región de Valparaíso;6;Técnico en Administración de Empresas;TNS en Administración de Empresas;Administración y Comercio;60
C.F.T. INACAP;C.F.T.;Las Condes;La Granja;Región Metropolitana;7;Técnico en Administración de Empresas;TNS en Administración de Empresas Financieras;Administración y Comercio;25
C.F.T. INACAP;C.F.T.;Las Condes;La Granja;Región Metropolitana;7;Técnico en Administración de Empresas;TNS en Administración de Empresas Financieras;Administración y Comercio;25
C.F.T. INACAP;C.F.T.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;Técnico en Administración de Empresas;TNS en Administración de Empresas Financieras;Administración y Comercio;25
C.F.T. INACAP;C.F.T.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;Técnico en Administración de Empresas;TNS en Administración de Empresas Financieras;Administración y Comercio;25
C.F.T. INACAP;C.F.T.;Las Condes;Santiago;Región Metropolitana;7;Técnico en Administración de Empresas;TNS en Administración de Empresas Financieras;Administración y Comercio;25
C.F.T. INACAP;C.F.T.;Las Condes;Santiago;Región Metropolitana;7;Técnico en Administración de Empresas;TNS en Administración de Empresas Financieras;Administración y Comercio;25
C.F.T. INACAP;C.F.T.;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;Técnico en Administración de Empresas;TNS en Administración de Empresas Financieras;Administración y Comercio;25
C.F.T. INACAP;C.F.T.;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;Técnico en Administración de Empresas;TNS en Administración de Empresas Financieras;Administración y Comercio;25
C.F.T. INACAP;C.F.T.;Temuco;Temuco;Región de La Araucanía;12;Técnico en Administración de Empresas;TNS en Administración de Empresas Financieras;Administración y Comercio;25
C.F.T. INACAP;C.F.T.;Temuco;Temuco;Región de La Araucanía;12;Técnico en Administración de Empresas;TNS en Administración de Empresas Financieras;Administración y Comercio;25
C.F.T. INACAP;C.F.T.;Valparaíso;Valparaíso;Región de Valparaíso;6;Técnico en Administración de Empresas;TNS en Administración de Empresas Financieras;Administración y Comercio;25
C.F.T. INACAP;C.F.T.;Valparaíso;Valparaíso;Región de Valparaíso;6;Técnico en Administración de Empresas;TNS en Administración de Empresas Financieras;Administración y Comercio;25
C.F.T. INACAP;C.F.T.;Arica;Arica;Región de Arica y Parinacota;1;Técnico en Comercio Exterior;TNS en Comercio Exterior;Administración y Comercio;60
C.F.T. INACAP;C.F.T.;Coyhaique;Coyhaique;Región de Aysén;15;Técnico en Comercio Exterior;TNS en Comercio Exterior;Administración y Comercio;20
C.F.T. INACAP;C.F.T.;La Serena;La Serena;Región de Coquimbo;5;Técnico en Comercio Exterior;TNS en Comercio Exterior;Administración y Comercio;35
C.F.T. INACAP;C.F.T.;La Serena;La Serena;Región de Coquimbo;5;Técnico en Comercio Exterior;TNS en Comercio Exterior;Administración y Comercio;30
C.F.T. INACAP;C.F.T.;Las Condes;Las Condes;Región Metropolitana;7;Técnico en Comercio Exterior;TNS en Comercio Exterior;Administración y Comercio;25
C.F.T. INACAP;C.F.T.;Las Condes;Ñuñoa;Región Metropolitana;7;Técnico en Comercio Exterior;TNS en Comercio Exterior;Administración y Comercio;15
C.F.T. INACAP;C.F.T.;Las Condes;Renca;Región Metropolitana;7;Técnico en Comercio Exterior;TNS en Comercio Exterior;Administración y Comercio;30
C.F.T. INACAP;C.F.T.;Las Condes;Santiago;Región Metropolitana;7;Técnico en Comercio Exterior;TNS en Comercio Exterior;Administración y Comercio;90
C.F.T. INACAP;C.F.T.;Las Condes;Santiago;Región Metropolitana;7;Técnico en Comercio Exterior;TNS en Comercio Exterior;Administración y Comercio;70
C.F.T. INACAP;C.F.T.;Valparaíso;Valparaíso;Región de Valparaíso;6;Técnico en Comercio Exterior;TNS en Comercio Exterior;Administración y Comercio;60
C.F.T. INACAP;C.F.T.;Chillán;Chillán;Región de Ñuble;11;Técnico en Contabilidad, Auditoría y similares;TNS Contabilidad General;Administración y Comercio;30
C.F.T. INACAP;C.F.T.;Los Ángeles;Los Ángeles;Región del Bío-Bío;10;Técnico en Contabilidad, Auditoría y similares;TNS Contabilidad General;Administración y Comercio;20
C.F.T. INACAP;C.F.T.;Los Ángeles;Los Ángeles;Región del Bío-Bío;10;Técnico en Contabilidad, Auditoría y similares;TNS Contabilidad General;Administración y Comercio;20
C.F.T. INACAP;C.F.T.;San Pedro de la Paz;San Pedro de La Paz;Región del Bío-Bío;10;Técnico en Contabilidad, Auditoría y similares;TNS Contabilidad General;Administración y Comercio;20
C.F.T. INACAP;C.F.T.;San Pedro de la Paz;San Pedro de La Paz;Región del Bío-Bío;10;Técnico en Contabilidad, Auditoría y similares;TNS Contabilidad General;Administración y Comercio;20
C.F.T. INACAP;C.F.T.;Calama;Calama;Región de Antofagasta;3;Técnico en Contabilidad, Auditoría y similares;TNS en Contabilidad General;Administración y Comercio;30
C.F.T. INACAP;C.F.T.;Chillán;Chillán;Región de Ñuble;11;Técnico en Contabilidad, Auditoría y similares;TNS en Contabilidad General;Administración y Comercio;30
C.F.T. INACAP;C.F.T.;Coyhaique;Coyhaique;Región de Aysén;15;Técnico en Contabilidad, Auditoría y similares;TNS en Contabilidad General;Administración y Comercio;20
C.F.T. INACAP;C.F.T.;Iquique;Iquique;Región de Tarapacá;2;Técnico en Contabilidad, Auditoría y similares;TNS en Contabilidad General;Administración y Comercio;25
C.F.T. INACAP;C.F.T.;Las Condes;La Granja;Región Metropolitana;7;Técnico en Contabilidad, Auditoría y similares;TNS en Contabilidad General;Administración y Comercio;20
C.F.T. INACAP;C.F.T.;Las Condes;La Granja;Región Metropolitana;7;Técnico en Contabilidad, Auditoría y similares;TNS en Contabilidad General;Administración y Comercio;20
C.F.T. INACAP;C.F.T.;La Serena;La Serena;Región de Coquimbo;5;Técnico en Contabilidad, Auditoría y similares;TNS en Contabilidad General;Administración y Comercio;40
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Contabilidad, Auditoría y similares;TNS en Contabilidad General;Administración y Comercio;25
C.F.T. INACAP;C.F.T.;Las Condes;Maipú;Región Metropolitana;7;Técnico en Contabilidad, Auditoría y similares;TNS en Contabilidad General;Administración y Comercio;25
C.F.T. INACAP;C.F.T.;Osorno;Osorno;Región de Los Lagos;14;Técnico en Contabilidad, Auditoría y similares;TNS en Contabilidad General;Administración y Comercio;30
C.F.T. INACAP;C.F.T.;Puente Alto;Puente Alto;Región Metropolitana;7;Técnico en Contabilidad, Auditoría y similares;TNS en Contabilidad General;Administración y Comercio;35
C.F.T. INACAP;C.F.T.;Puente Alto;Puente Alto;Región Metropolitana;7;Técnico en Contabilidad, Auditoría y similares;TNS en Contabilidad General;Administración y Comercio;45
C.F.T. INACAP;C.F.T.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;Técnico en Contabilidad, Auditoría y similares;TNS en Contabilidad General;Administración y Comercio;45
C.F.T. INACAP;C.F.T.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;Técnico en Contabilidad, Auditoría y similares;TNS en Contabilidad General;Administración y Comercio;40
C.F.T. INACAP;C.F.T.;Las Condes;Santiago;Región Metropolitana;7;Técnico en Contabilidad, Auditoría y similares;TNS en Contabilidad General;Administración y Comercio;35
C.F.T. INACAP;C.F.T.;Las Condes;Santiago;Región Metropolitana;7;Técnico en Contabilidad, Auditoría y similares;TNS en Contabilidad General;Administración y Comercio;45
C.F.T. INACAP;C.F.T.;Talca;Talca;Región del Maule;9;Técnico en Contabilidad, Auditoría y similares;TNS en Contabilidad General;Administración y Comercio;30
C.F.T. INACAP;C.F.T.;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;Técnico en Contabilidad, Auditoría y similares;TNS en Contabilidad General;Administración y Comercio;30
C.F.T. INACAP;C.F.T.;Valdivia;Valdivia;Región de los Ríos;13;Técnico en Contabilidad, Auditoría y similares;TNS en Contabilidad General;Administración y Comercio;30
C.F.T. INACAP;C.F.T.;Valparaíso;Valparaíso;Región de Valparaíso;6;Técnico en Contabilidad, Auditoría y similares;TNS en Contabilidad General;Administración y Comercio;25
C.F.T. INACAP;C.F.T.;Valparaíso;Valparaíso;Región de Valparaíso;6;Técnico en Contabilidad, Auditoría y similares;TNS en Contabilidad General;Administración y Comercio;25
C.F.T. INACAP;C.F.T.;Las Condes;La Granja;Región Metropolitana;7;Técnico en Finanzas y similares;TNS Financiero;Administración y Comercio;25
C.F.T. INACAP;C.F.T.;Las Condes;La Granja;Región Metropolitana;7;Técnico en Finanzas y similares;TNS Financiero;Administración y Comercio;25
C.F.T. INACAP;C.F.T.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;Técnico en Finanzas y similares;TNS Financiero;Administración y Comercio;25
C.F.T. INACAP;C.F.T.;Rancagua;Rancagua;Región del Gral. B. O`Higgins;8;Técnico en Finanzas y similares;TNS Financiero;Administración y Comercio;25
C.F.T. INACAP;C.F.T.;Las Condes;Santiago;Región Metropolitana;7;Técnico en Finanzas y similares;TNS Financiero;Administración y Comercio;25
C.F.T. INACAP;C.F.T.;Las Condes;Santiago;Región Metropolitana;7;Técnico en Finanzas y similares;TNS Financiero;Administración y Comercio;25
C.F.T. INACAP;C.F.T.;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;Técnico en Finanzas y similares;TNS Financiero;Administración y Comercio;25
C.F.T. INACAP;C.F.T.;Concepción - Talcahuano;Talcahuano;Región del Bío-Bío;10;Técnico en Finanzas y similares;TNS Financiero;Administración y Comercio;25
C.F.T. INACAP;C.F.T.;Temuco;Temuco;Región de La Araucanía;12;Técnico en Finanzas y similares;TNS Financiero;Administración y Comercio;25
C.F.T. INACAP;C.F.T.;Temuco;Temuco;Región de La Araucanía;12;Técnico en Finanzas y similares;TNS Financiero;Administración y Comercio;25
C.F.T. INACAP;C.F.T.;Valparaíso;Valparaíso;Región de Valparaíso;6;Técnico en Finanzas y similares;TNS Financiero;Administración y Comercio;25
